'census_2010_block_id','sector_id','number_of_jobs','census_block_id'
'530330264005014',10,-12,881
'530330264005014',11,-2,881
'530330264005015',9,1,21467
'530330264005016',7,1,883
'530330264005018',7,1,14761
'530330264005019',9,54,21466
'530330265001001',7,1,2757
'530330265001001',9,2,2757
'530330265001002',2,3,16034
'530330265001002',7,2,16034
'530330265001002',11,1,16034
'530330265001002',12,11,16034
'530330265001005',2,1,15221
'530330265001005',7,1,15221
'530330265001005',9,4,15221
'530330265001005',11,1,15221
'530330265001006',9,3,15236
'530330265001007',8,1,15235
'530330265001007',9,2,15235
'530330265001008',3,1,12774
'530330265001008',7,18,12774
'530330265001008',9,4,12774
'530330265001008',10,1,12774
'530330265001008',11,1,12774
'530330265001011',9,2,2758
'530330265001011',11,1,2758
'530330265001015',9,2,12776
'530330265001016',9,1,12775
'530330265001017',9,2,2763
'530330265001018',9,2,2762
'530330265002001',7,1,15231
'530330265002002',7,2,3161
'530330265002002',9,6,3161
'530330265002003',3,1,8559
'530330265002003',5,2,8559
'530330265002003',7,1,8559
'530330265002003',9,3,8559
'530330265002003',10,27,8559
'530330265002003',11,17,8559
'530330265002004',5,24,16200
'530330265002004',9,46,16200
'530330265002004',10,1,16200
'530330265002004',12,89,16200
'530330265002005',3,5,16201
'530330265002005',4,1,16201
'530330265002005',5,19,16201
'530330265002005',7,6,16201
'530330265002005',10,23,16201
'530330265002005',11,14,16201
'530330265002006',4,1,3167
'530330265002006',5,7,3167
'530330265002006',10,23,3167
'530330265002006',11,1,3167
'530330265002007',5,18,3147
'530330265002007',7,16,3147
'530330265002007',10,10,3147
'530330265002007',11,0,3147
'530330265002008',3,9,3154
'530330265002008',4,4,3154
'530330265002008',5,5,3154
'530330265002008',7,3,3154
'530330265002008',9,1,3154
'530330265002008',10,2,3154
'530330265002008',11,1,3154
'530330265002009',2,59,25330
'530330265002009',4,20,25330
'530330265002009',5,1,25330
'530330265002009',7,9,25330
'530330265002009',11,2,25330
'530330265002011',7,1,15250
'530330265002012',9,2,15233
'530330265002013',9,8,15229
'530330265002013',11,1,15229
'530330265002014',9,2,15228
'530330265002015',9,0,15232
'530330265002016',2,9,25331
'530330265002016',3,19,25331
'530330265002016',5,43,25331
'530330265002016',7,-4,25331
'530330265002016',8,1,25331
'530330265002016',9,13,25331
'530330265002016',11,6,25331
'530330265002017',3,19,25332
'530330265002017',5,21,25332
'530330265002017',7,1,25332
'530330265002017',9,2,25332
'530330265002017',10,19,25332
'530330265002017',11,1,25332
'530330265002018',4,1,15225
'530330265002018',9,11,15225
'530330265002019',7,4,15226
'530330265002019',9,2,15226
'530330265002019',11,1,15226
'530330265002020',7,1,15224
'530330265002020',9,14,15224
'530330265002020',10,5,15224
'530330265002020',11,23,15224
'530330265002021',9,6,15230
'530330265002021',11,3,15230
'530330265002022',9,0,15234
'530330265002023',5,1,15227
'530330265002023',9,4,15227
'530330265002024',8,0,15220
'530330265002024',13,99,15220
'530330265002025',4,-1,3170
'530330265002025',12,7,3170
'530330265002027',9,3,15222
'530330265002028',2,1,15248
'530330265002028',7,1,15248
'530330265002029',9,2,15249
'530330265002030',9,7,15223
'530330265003000',11,2,2766
'530330265003001',2,1,22448
'530330265003001',8,1,22448
'530330265003002',7,2,22449
'530330265003003',2,1,4089
'530330265003003',9,4,4089
'530330265003004',4,4,4090
'530330265003004',11,1,4090
'530330265003005',9,1,4091
'530330265003005',11,1,4091
'530330265003008',7,1,2754
'530330265003008',9,4,2754
'530330265003009',2,2,4085
'530330265003009',7,2,4085
'530330265003009',9,1,4085
'530330265003009',11,1,4085
'530330265003011',9,1,2769
'530330265003015',7,1,4088
'530330265003016',3,10,2760
'530330265003016',5,1,2760
'530330265003016',7,1,2760
'530330265003016',11,1,2760
'530330265003017',2,8,4086
'530330265003017',3,17,4086
'530330265003017',11,1,4086
'530330265003019',2,1,4082
'530330265003019',3,1,4082
'530330265003020',7,2,4083
'530330265003021',7,0,4084
'530330265003022',4,1,4080
'530330265003022',7,1,4080
'530330265003023',3,8,4077
'530330265003023',10,4,4077
'530330265003023',11,10,4077
'530330265003024',11,3,4079
'530330265003024',12,-77,4079
'530330265003025',2,9,4078
'530330265003025',3,3,4078
'530330265003025',5,1,4078
'530330265003025',8,4,4078
'530330265003025',9,3,4078
'530330265003025',11,1,4078
'530330265003025',13,0,4078
'530330266001000',2,10,686
'530330266001000',5,9,686
'530330266001000',7,23,686
'530330266001000',10,13,686
'530330266001000',11,7,686
'530330266001001',5,19,700
'530330266001001',7,11,700
'530330266001001',9,10,700
'530330266001001',10,12,700
'530330266001001',11,10,700
'530330266001003',9,2,696
'530330266001003',11,1,696
'530330266001005',3,9,702
'530330266001005',5,17,702
'530330266001005',9,8,702
'530330266001005',10,1,702
'530330266001005',11,1,702
'530330266001006',8,1,710
'530330266001006',9,7,710
'530330266001006',11,14,710
'530330266001007',9,3,23324
'530330266001008',3,2,23325
'530330266001008',7,1,23325
'530330266001008',9,7,23325
'530330266001008',10,14,23325
'530330266001008',11,5,23325
'530330266001009',5,-8,703
'530330266001009',7,12,703
'530330266001009',11,1,703
'530330266001010',7,2,23321
'530330266001011',7,1,23322
'530330266001011',9,1,23322
'530330266001011',10,1,23322
'530330266001013',7,2,23328
'530330266001015',3,1,23326
'530330266001015',7,62,23326
'530330266001015',9,7,23326
'530330266001015',10,5,23326
'530330266001015',11,8,23326
'530330266001016',7,8,22135
'530330266001016',9,2,22135
'530330266001016',10,11,22135
'530330266001016',11,8,22135
'530330266001017',7,1,22134
'530330266001017',9,1,22134
'530330266001017',11,1,22134
'530330266001018',10,1,22133
'530330266001019',7,2,23329
'530330266001020',2,4,22132
'530330266001020',7,3,22132
'530330266001020',9,1,22132
'530330266002000',3,1,687
'530330266002002',7,2,707
'530330266002003',9,1,701
'530330266002003',11,1,701
'530330266002004',7,149,15071
'530330266002005',5,1,15072
'530330266002005',7,-25,15072
'530330266002005',9,3,15072
'530330266002005',11,2,15072
'530330266002006',2,1,690
'530330266002006',3,3,690
'530330266002006',5,9,690
'530330266002006',7,7,690
'530330266002006',8,25,690
'530330266002006',9,6,690
'530330266002006',10,1,690
'530330266002006',11,2,690
'530330266002006',13,0,690
'530330266002009',7,1,709
'530330266002010',4,2,706
'530330266002010',7,2,706
'530330266002011',4,1,688
'530330266002011',9,3,688
'530330266002011',11,1,688
'530330266002012',2,3,689
'530330266002012',7,1,689
'530330266002012',9,3,689
'530330266002013',3,1,708
'530330266002013',7,2,708
'530330266002013',9,1,708
'530330266002014',2,8,23574
'530330266002014',7,2,23574
'530330266002015',2,1,24537
'530330266002015',5,2,24537
'530330266002015',7,2,24537
'530330266002016',9,1,25696
'530330266002017',2,1,25697
'530330266002017',3,1,25697
'530330266002017',7,3,25697
'530330267001000',5,4,22136
'530330267001000',10,12,22136
'530330267001000',11,6,22136
'530330267001001',9,1,22137
'530330267001001',11,1,22137
'530330267001002',5,1,22138
'530330267001002',7,1,22138
'530330267001003',9,3,22139
'530330267001005',2,1,25695
'530330267001005',11,1,25695
'530330267001006',8,1,25698
'530330267001006',9,3,25698
'530330267001006',11,1,25698
'530330267001007',8,1,25702
'530330267001008',9,2,25703
'530330267001010',2,1,25694
'530330267001010',11,1,25694
'530330267001011',4,7,25693
'530330267001011',7,1,25693
'530330267001013',4,1,22142
'530330267001013',9,4,22142
'530330267001014',1,1,22143
'530330267001014',10,20,22143
'530330267001014',11,0,22143
'530330267001015',2,1,22144
'530330267001015',9,4,22144
'530330267001015',10,1,22144
'530330267001016',2,5,22145
'530330267001016',7,1,22145
'530330267001016',9,3,22145
'530330267001017',11,2,22146
'530330267001018',9,1,22141
'530330267001018',11,1,22141
'530330267001019',7,1,22140
'530330267001019',9,1,22140
'530330267001020',4,1,22147
'530330267001020',5,1,22147
'530330267001020',9,2,22147
'530330267002000',2,18,8569
'530330267002000',3,1,8569
'530330267002000',7,4,8569
'530330267002000',9,4,8569
'530330267002000',10,13,8569
'530330267002000',11,0,8569
'530330267002001',2,6,8568
'530330267002001',9,2,8568
'530330267002001',11,1,8568
'530330267002002',4,-1,8567
'530330267002002',7,-4,8567
'530330267002002',9,-1,8567
'530330267002003',4,3,4656
'530330267002003',7,31,4656
'530330267002003',8,1,4656
'530330267002003',9,103,4656
'530330267002003',11,2,4656
'530330267002003',12,1,4656
'530330267002004',2,1,4657
'530330267002004',7,1,4657
'530330267002004',9,1,4657
'530330267002006',2,2,18336
'530330267002006',5,3,18336
'530330267002006',9,1,18336
'530330267002007',5,57,6372
'530330267002007',7,7,6372
'530330267002007',9,2,6372
'530330267002007',11,1,6372
'530330267002009',2,1,24271
'530330267002010',2,1,17644
'530330267002010',7,5,17644
'530330267002010',9,1,17644
'530330267002010',11,1,17644
'530330267002011',2,1,6371
'530330267002011',7,4,6371
'530330267002013',7,1,24757
'530330267002013',11,1,24757
'530330267003002',11,1,8560
'530330267003003',2,1,25592
'530330267003003',7,2,25592
'530330267003005',4,1,9989
'530330267003005',7,1,9989
'530330267003005',11,2,9989
'530330267003007',7,1,8563
'530330267003007',9,1,8563
'530330267003008',4,1,8564
'530330267003010',2,7,4048
'530330267003010',3,1,4048
'530330267003010',7,1,4048
'530330267003010',9,5,4048
'530330267003010',11,2,4048
'530330267003011',7,-2,6374
'530330267003011',8,0,6374
'530330267003011',9,2,6374
'530330267003011',11,1,6374
'530330267003011',13,73,6374
'530330267003013',7,2,24637
'530330267003013',11,1,24637
'530330267003015',2,3,4009
'530330267003015',4,2,4009
'530330267003015',7,11,4009
'530330267003015',8,1,4009
'530330267003015',11,3,4009
'530330267004000',2,3,20347
'530330267004000',7,0,20347
'530330267004001',7,5,24530
'530330267004001',11,1,24530
'530330267004002',5,1,719
'530330267004003',2,7,24538
'530330267004004',8,1,22863
'530330267004006',2,4,715
'530330267004006',9,1,715
'530330267004007',2,1,27009
'530330267004007',11,1,27009
'530330267004008',2,2,22163
'530330267004008',7,1,22163
'530330267004010',5,1,25594
'530330267004010',7,1,25594
'530330267004011',2,4,22160
'530330267004011',7,1,22160
'530330267004012',9,1,22161
'530330267004013',2,1,6373
'530330267004013',4,1,6373
'530330267004013',7,4,6373
'530330267004013',9,2,6373
'530330267004013',11,1,6373
'530330267004015',7,1,22162
'530330267004016',2,4,6377
'530330267004016',7,2,6377
'530330267004016',11,7,6377
'530330268011000',7,5,12777
'530330268011002',2,1,12778
'530330268011003',4,1,12779
'530330268011003',9,3,12779
'530330268011003',11,1,12779
'530330268011004',2,1,25328
'530330268011004',7,3,25328
'530330268011006',8,1,3164
'530330268011006',9,2,3164
'530330268011008',9,1,3148
'530330268011009',5,1,3165
'530330268011010',9,2,9119
'530330268011013',3,3,9124
'530330268011013',7,1,9124
'530330268011014',2,1,9121
'530330268011014',5,1,9121
'530330268011014',9,4,9121
'530330268011015',2,1,9120
'530330268011015',7,1,9120
'530330268011015',9,1,9120
'530330268011016',7,2,3150
'530330268011018',7,1,3169
'530330268011020',9,1,20598
'530330268011021',2,1,9127
'530330268011021',4,1,9127
'530330268011022',5,1,3173
'530330268011022',11,1,3173
'530330268011023',2,1,9125
'530330268011023',11,1,9125
'530330268012000',2,1,3156
'530330268012000',5,7,3156
'530330268012000',7,19,3156
'530330268012000',10,8,3156
'530330268012000',11,1,3156
'530330268012001',2,1,16141
'530330268012001',7,1,16141
'530330268012003',4,1,3159
'530330268012003',9,3,3159
'530330268012003',10,1,3159
'530330268012003',11,1,3159
'530330268012004',2,1,3153
'530330268012004',7,1,3153
'530330268012004',9,10,3153
'530330268012004',11,4,3153
'530330268012005',5,4,3831
'530330268012005',9,-11,3831
'530330268012006',2,2,3820
'530330268012006',7,-2,3820
'530330268012006',9,24,3820
'530330268012006',11,4,3820
'530330268012007',7,9,21635
'530330268012007',9,4,21635
'530330268012008',9,0,3827
'530330268012008',11,1,3827
'530330268012009',2,1,1747
'530330268012009',4,1,1747
'530330268012009',7,1,1747
'530330268013000',7,3,3160
'530330268013001',2,1,3162
'530330268013001',4,1,3162
'530330268013001',7,3,3162
'530330268013001',9,3,3162
'530330268013001',10,1,3162
'530330268013001',11,2,3162
'530330268013001',12,37,3162
'530330268013002',5,55,25333
'530330268013002',7,3,25333
'530330268013002',9,12,25333
'530330268013002',10,21,25333
'530330268013002',11,0,25333
'530330268013003',3,3,17583
'530330268013003',5,38,17583
'530330268013003',7,2,17583
'530330268013003',8,4,17583
'530330268013003',10,40,17583
'530330268013003',11,0,17583
'530330268013003',13,0,17583
'530330268013004',4,4,17584
'530330268013004',5,8,17584
'530330268013004',9,13,17584
'530330268013004',11,15,17584
'530330268013005',5,27,17585
'530330268013005',11,12,17585
'530330268013009',2,3,3157
'530330268014000',2,1,3158
'530330268014000',7,3,3158
'530330268014000',11,4,3158
'530330268014001',2,1,17587
'530330268014001',4,1,17587
'530330268014001',7,2,17587
'530330268014001',8,0,17587
'530330268014001',9,1,17587
'530330268014001',11,1,17587
'530330268014001',13,89,17587
'530330268014002',2,2,17586
'530330268014002',3,5,17586
'530330268014002',4,1,17586
'530330268014002',7,127,17586
'530330268014002',9,2,17586
'530330268014002',10,2,17586
'530330268014002',11,9,17586
'530330268014003',2,1,13747
'530330268014003',9,1,13747
'530330268014003',11,1,13747
'530330268014004',2,1,3149
'530330268014004',9,1,3149
'530330268021000',4,1,24536
'530330268021000',7,1,24536
'530330268021000',9,1,24536
'530330268021000',11,28,24536
'530330268021001',2,2,3152
'530330268021001',9,7,3152
'530330268021001',11,6,3152
'530330268021003',9,1,24535
'530330268021004',5,2,3155
'530330268021004',8,0,3155
'530330268021004',9,11,3155
'530330268021004',12,89,3155
'530330268021004',13,84,3155
'530330268021007',8,0,3799
'530330268021007',13,220,3799
'530330268021009',2,1,3802
'530330268021009',5,4,3802
'530330268021009',7,1,3802
'530330268021009',9,4,3802
'530330268021010',9,1,3819
'530330268021011',2,1,3803
'530330268021011',9,1,3803
'530330268021011',12,29,3803
'530330268021012',2,1,3813
'530330268021013',7,7,3804
'530330268021013',12,10,3804
'530330268021014',9,1,22120
'530330268021015',7,4,22121
'530330268021017',7,2,26434
'530330268021019',9,3,24531
'530330268021020',9,4,24533
'530330268021021',9,1,24534
'530330268021021',11,6,24534
'530330268021022',5,1,3815
'530330268021022',9,1,3815
'530330268022000',1,52,22178
'530330268022000',2,1,22178
'530330268022000',7,1,22178
'530330268022000',9,1,22178
'530330268022001',9,2,18334
'530330268022002',1,20,3817
'530330268022003',1,-20,3809
'530330268022004',1,1,22179
'530330268022006',7,1,17217
'530330268022006',9,5,17217
'530330268022007',7,-4,18335
'530330268022007',9,24,18335
'530330268022007',12,1,18335
'530330268023000',7,3,3821
'530330268023000',9,13,3821
'530330268023000',11,1,3821
'530330268023001',9,-1,3822
'530330268023004',11,2,3823
'530330268023005',2,1,886
'530330268023005',9,2,886
'530330268023006',2,1,3824
'530330268023006',7,2,3824
'530330268023006',9,6,3824
'530330268023007',7,1,3825
'530330268023008',11,1,3829
'530330268023009',7,1,25065
'530330268023009',9,1,25065
'530330268023010',9,3,25066
'530330268023012',5,1,25068
'530330268023012',7,2,25068
'530330268023012',9,3,25068
'530330268023013',7,2,25069
'530330268023013',11,1,25069
'530330268023014',2,1,25070
'530330268023014',9,1,25070
'530330268023016',7,2,25064
'530330268023016',9,1,25064
'530330268023018',4,1,25072
'530330268024000',2,4,3800
'530330268024000',4,37,3800
'530330268024000',5,1,3800
'530330268024000',7,2,3800
'530330268024000',9,2,3800
'530330268024000',11,16,3800
'530330268024001',7,1,3806
'530330268024003',2,3,18644
'530330268024003',7,1,18644
'530330268024003',9,1,18644
'530330268024003',11,1,18644
'530330268024004',2,1,18643
'530330268024004',9,4,18643
'530330268024005',5,1,18642
'530330268024005',10,5,18642
'530330268024005',11,4,18642
'530330268024006',2,1,24026
'530330268024006',11,1,24026
'530330268024007',7,1,24024
'530330268024008',2,1,3818
'530330268024008',7,1,3818
'530330268024008',9,1,3818
'530330268024009',9,1,3816
'530330268024010',2,1,3801
'530330268024010',3,3,3801
'530330268024010',7,1,3801
'530330268024010',8,0,3801
'530330268024010',9,1,3801
'530330268024010',13,23,3801
'530330268024011',2,1,3814
'530330268024011',7,1,3814
'530330268024011',9,1,3814
'530330268024012',7,2,3828
'530330268024014',7,1,24028
'530330268024014',9,2,24028
'530330268024015',2,1,24027
'530330268024017',2,1,18332
'530330268024017',4,2,18332
'530330268024017',9,-1,18332
'530330268024018',2,2,18333
'530330268024018',5,1,18333
'530330268024018',7,1,18333
'530330268024018',9,1,18333
'530330270001000',8,0,17146
'530330270001000',13,56,17146
'530330270001001',7,1,17144
'530330270001002',5,4,17143
'530330270001002',7,8,17143
'530330270001002',10,5,17143
'530330270001002',11,1,17143
'530330270001006',9,1,17149
'530330270001007',7,1,17156
'530330270001007',9,1,17156
'530330270001007',11,1,17156
'530330270001009',2,3,17155
'530330270001009',4,3,17155
'530330270001009',9,2,17155
'530330270001009',11,24,17155
'530330270001010',1,1,5149
'530330270001010',2,1,5149
'530330270001010',5,5,5149
'530330270001010',7,1,5149
'530330270001010',11,5,5149
'530330270002000',5,13,4095
'530330270002003',9,1,4096
'530330270002004',2,1,17157
'530330270002004',9,2,17157
'530330270002006',7,1,17154
'530330270002006',9,3,17154
'530330270002007',7,1,25428
'530330270002007',9,2,25428
'530330270002008',3,2,25432
'530330270002008',7,1,25432
'530330270002009',2,15,7886
'530330270002009',7,2,7886
'530330270002009',11,1,7886
'530330270002012',11,1,25427
'530330270003000',2,1,4103
'530330270003000',7,1,4103
'530330270003001',2,4,4107
'530330270003001',7,2,4107
'530330270003001',9,1,4107
'530330270003002',5,1,4108
'530330270003002',9,3,4108
'530330270003003',5,2,4093
'530330270003003',7,9,4093
'530330270003003',9,1,4093
'530330270003004',2,1,4094
'530330270003004',7,2,4094
'530330270003004',9,3,4094
'530330270003005',2,1,4109
'530330270003005',3,1,4109
'530330270003005',7,1,4109
'530330270003005',9,1,4109
'530330270003005',11,1,4109
'530330270003006',7,8,4105
'530330270003006',10,1,4105
'530330270003007',2,5,4106
'530330270003009',7,1,7887
'530330270003010',2,2,4300
'530330270003010',4,1,4300
'530330270003010',7,5,4300
'530330270003010',9,5,4300
'530330270003011',11,1,7884
'530330270003012',9,1,7881
'530330270003012',11,7,7881
'530330271001000',2,2,4764
'530330271001000',4,4,4764
'530330271001000',5,2,4764
'530330271001000',7,8,4764
'530330271001000',8,1,4764
'530330271001000',11,3,4764
'530330271001001',7,1,1503
'530330271001002',4,2,4789
'530330271001002',7,1,4789
'530330271001002',9,3,4789
'530330271001002',11,1,4789
'530330271001003',2,20,4773
'530330271001003',4,2,4773
'530330271001003',7,165,4773
'530330271001003',8,2,4773
'530330271001003',9,290,4773
'530330271001003',11,15,4773
'530330271001003',12,80,4773
'530330271001003',13,4,4773
'530330271001007',11,1,4788
'530330271001008',7,1,
'530330271001011',2,1,7433
'530330271001011',7,7,7433
'530330271001011',9,1,7433
'530330271001011',11,1,7433
'530330271001013',5,2,8737
'530330271001013',7,1,8737
'530330271001013',9,23,8737
'530330271001014',7,1,
'530330271001015',11,1,23816
'530330271001017',4,1,1506
'530330271001017',7,13,1506
'530330271001017',9,0,1506
'530330271001018',9,1,1505
'530330271001018',11,1,1505
'530330271001019',2,3,1504
'530330271001019',9,1,1504
'530330271001019',11,1,1504
'530330271001022',7,0,8740
'530330271001022',9,-22,8740
'530330271001022',12,2,8740
'530330271002000',7,2,4763
'530330271002000',9,1,4763
'530330271002001',9,2,4780
'530330271002002',2,2,4779
'530330271002002',7,1,4779
'530330271002002',9,1,4779
'530330271002002',11,1,4779
'530330271002004',9,1,20275
'530330271002006',2,1,4785
'530330271002009',2,1,18562
'530330271002012',4,4,20276
'530330271002012',7,3,20276
'530330271002013',2,1,1509
'530330271002013',7,1,1509
'530330271002013',8,0,1509
'530330271002013',13,81,1509
'530330271002015',9,3,1508
'530330271002017',7,6,18561
'530330271002017',11,1,18561
'530330271002018',7,2,18560
'530330271002019',2,1,18559
'530330271002019',4,1,18559
'530330271002019',7,6,18559
'530330271002019',9,5,18559
'530330271002019',11,1,18559
'530330271002020',7,-6,5154
'530330271002020',9,1,5154
'530330271002021',5,1,5148
'530330271002021',7,8,5148
'530330271002021',9,10,5148
'530330271002021',11,4,5148
'530330271002021',12,28,5148
'530330271002026',9,2,5152
'530330271002032',7,1,4074
'530330271002033',7,7,4787
'530330271002034',2,4,1507
'530330271002034',7,1,1507
'530330271002035',9,1,4777
'530330271002035',11,1,4777
'530330271002036',11,1,4772
'530330271002037',7,1,4786
'530330271002038',5,28,5147
'530330271002038',11,1,5147
'530330271002039',3,3,5151
'530330271002039',4,38,5151
'530330271002039',5,23,5151
'530330271002039',9,11,5151
'530330271002039',10,6,5151
'530330271002039',11,0,5151
'530330272001000',2,133,4776
'530330272001000',4,222,4776
'530330272001000',7,196,4776
'530330272001000',11,1,4776
'530330272001000',12,1,4776
'530330272001004',3,131,5300
'530330272001004',4,160,5300
'530330272001004',5,3,5300
'530330272001004',7,16,5300
'530330272001004',9,1,5300
'530330272001004',11,1,5300
'530330272001004',12,95,5300
'530330272001006',7,395,23789
'530330272001006',9,184,23789
'530330272001007',7,2,23815
'530330272001007',9,3,23815
'530330272001012',2,2,12709
'530330272001012',7,2,12709
'530330272001012',9,2,12709
'530330272001012',11,1,12709
'530330272001013',4,13,23791
'530330272001014',7,91,23790
'530330272001014',9,96,23790
'530330272001014',12,3,23790
'530330272001016',2,5,7598
'530330272001016',3,2,7598
'530330272001016',4,3,7598
'530330272001016',5,45,7598
'530330272001016',7,1,7598
'530330272001016',9,1,7598
'530330272001016',10,4,7598
'530330272001016',11,8,7598
'530330272001019',3,4,23784
'530330272001020',7,1,23783
'530330272001020',9,1,23783
'530330272001021',2,5,23785
'530330272001023',2,170,13885
'530330272001023',3,10,13885
'530330272001023',4,113,13885
'530330272001023',5,8,13885
'530330272001023',7,112,13885
'530330272001023',11,6,13885
'530330272001024',7,1,13883
'530330272001024',9,1,13883
'530330272001024',11,1,13883
'530330272001025',4,1,13884
'530330272001026',4,2,8189
'530330272001026',5,1,8189
'530330272001026',9,2,8189
'530330272002002',5,3,23779
'530330272002002',11,1,23779
'530330272002003',7,2,3973
'530330272002003',9,4,3973
'530330272002003',11,1,3973
'530330272002006',7,1,3969
'530330272002007',4,47,5299
'530330272002009',10,1,
'530330272002010',2,28,101
'530330272002010',3,25,101
'530330272002010',4,663,101
'530330272002010',5,46,101
'530330272002010',7,973,101
'530330272002010',8,92,101
'530330272002010',9,307,101
'530330272002010',10,54,101
'530330272002010',11,58,101
'530330272002010',12,6,101
'530330272002010',13,53,101
'530330272002011',2,-4,14182
'530330272002011',3,4,14182
'530330272002011',4,-216,14182
'530330272002011',5,30,14182
'530330272002011',7,320,14182
'530330272002011',8,1,14182
'530330272002011',9,-47,14182
'530330272002011',12,86,14182
'530330272002011',13,3,14182
'530330272002024',2,24,13886
'530330272002024',3,8,13886
'530330272002024',4,42,13886
'530330272002025',2,1,23781
'530330272002025',4,1,23781
'530330272002025',7,14,23781
'530330272002025',9,1495,23781
'530330272002025',10,4,23781
'530330272002025',11,2,23781
'530330272002025',12,3,23781
'530330272002026',2,8,23782
'530330272002028',12,566,3971
'530330272002031',4,-1,23780
'530330272002031',12,90,23780
'530330272002034',1,1,99
'530330272002034',2,253,99
'530330272002034',3,16,99
'530330272002034',4,12,99
'530330272002034',7,2,99
'530330272002034',8,4,99
'530330272002034',11,13,99
'530330272002034',13,13,99
'530330272002040',8,1,13888
'530330272002040',9,1,13888
'530330272002040',13,4,13888
'530330272002044',2,2,8195
'530330272002044',3,1,8195
'530330272002044',7,7,8195
'530330272002044',8,72,8195
'530330272002044',9,1,8195
'530330272002044',11,2,8195
'530330272002044',12,6,8195
'530330272002044',13,224,8195
'530330272002045',2,2,23797
'530330272002046',2,2,8196
'530330272002046',3,1,8196
'530330272002046',7,3,8196
'530330272002046',9,4,8196
'530330272002047',7,12,23821
'530330272002047',9,2,23821
'530330272002047',10,11,23821
'530330272002047',11,6,23821
'530330272002048',2,4,8192
'530330272002048',4,1,8192
'530330272002048',7,1,8192
'530330272002048',11,0,8192
'530330272002049',2,5,23796
'530330272002049',7,1,23796
'530330272002050',4,2,8194
'530330272002050',5,7,8194
'530330272002050',7,5,8194
'530330272002050',9,37,8194
'530330272002050',10,6,8194
'530330272002050',11,9,8194
'530330272002050',12,12,8194
'530330273001000',7,1,8203
'530330273001000',9,4,8203
'530330273001002',7,2,8199
'530330273001002',9,1,8199
'530330273001003',7,11,23794
'530330273001005',2,1,8202
'530330273001005',5,1,8202
'530330273001005',7,9,8202
'530330273001005',8,0,8202
'530330273001005',11,6,8202
'530330273001005',13,77,8202
'530330273001006',7,2,26437
'530330273001007',2,1,8200
'530330273001007',9,1,8200
'530330273001009',7,2,9026
'530330273001009',9,1,9026
'530330273001009',10,1,9026
'530330273001009',11,1,9026
'530330273001010',2,1,26438
'530330273001010',7,1,26438
'530330273001011',9,1,23814
'530330273001012',2,3,23813
'530330273001012',5,1,23813
'530330273001012',7,3,23813
'530330273001013',2,4,26436
'530330273001013',4,1,26436
'530330273002001',7,1,8191
'530330273002001',9,2,8191
'530330273002001',11,2,8191
'530330273002002',2,3,5202
'530330273002002',4,7,5202
'530330273002002',7,7,5202
'530330273002002',9,64,5202
'530330273002002',11,4,5202
'530330273002003',5,2,5201
'530330273002004',2,1,8190
'530330273002004',4,2,8190
'530330273002004',7,3,8190
'530330273002004',9,7,8190
'530330273002005',7,1,230
'530330273002005',8,1,230
'530330273002005',9,4,230
'530330273002005',10,3,230
'530330273002005',11,6,230
'530330273002006',2,1,231
'530330273002006',4,3,231
'530330273002006',5,12,231
'530330273002006',7,9,231
'530330273002006',9,32,231
'530330273002006',10,2,231
'530330273002006',11,5,231
'530330273002007',4,2,8193
'530330273002007',5,47,8193
'530330273002007',7,22,8193
'530330273002007',9,4,8193
'530330273002007',10,23,8193
'530330273002007',11,7,8193
'530330273002008',5,-6,8626
'530330273002008',7,13,8626
'530330273002008',9,26,8626
'530330273002008',10,2,8626
'530330273002008',11,0,8626
'530330273003001',2,1,8444
'530330273003001',4,2,8444
'530330273003001',5,1,8444
'530330273003001',7,7,8444
'530330273003001',9,4,8444
'530330273003003',11,4,5157
'530330273003011',4,-47,8735
'530330273003011',7,-1,8735
'530330273003011',11,17,8735
'530330273003011',12,11,8735
'530330273003016',2,3,21878
'530330273003016',7,1,21878
'530330273003017',2,1,21354
'530330273003018',4,1,8201
'530330273003018',9,1,8201
'530330273003019',7,1,229
'530330273003019',9,7,229
'530330273003019',10,1,229
'530330273003019',11,1,229
'530330273003020',9,2,11518
'530330273003021',7,1,21879
'530330273003021',9,1,21879
'530330273003022',2,1,14714
'530330273003022',9,4,14714
'530330273003023',7,2,14713
'530330273003023',9,2,14713
'530330273003023',11,1,14713
'530330273003024',3,301,8738
'530330273003024',4,94,8738
'530330273003024',7,5,8738
'530330273003025',4,1,1076
'530330273003025',7,1,1076
'530330273003025',9,3,1076
'530330273003025',10,1,1076
'530330273003029',12,17,5155
'530330273004000',4,1,8730
'530330273004000',7,1,8730
'530330273004000',9,8,8730
'530330273004001',7,1,8736
'530330273004001',11,1,8736
'530330273004003',2,2,8734
'530330273004003',4,-1138,8734
'530330273004003',7,-12,8734
'530330273004003',9,-2,8734
'530330273004003',11,1,8734
'530330273004005',7,1,14151
'530330273004005',8,15,14151
'530330273004005',9,5,14151
'530330273004005',13,0,14151
'530330273004006',2,1,23795
'530330273004006',7,1,23795
'530330273004007',7,2,22302
'530330273004008',5,1,22301
'530330273004008',9,1,22301
'530330273004009',2,2,21348
'530330273004009',3,1,21348
'530330273004009',4,1,21348
'530330273004009',7,2,21348
'530330273004009',9,1,21348
'530330273004010',2,2,18213
'530330273004010',4,1,18213
